lat,long,elev,timediff,current_time,OBUID
408620850,-778352647,3339,1:11:19.550000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 817000),)",2a3c600d
408620857,-778357906,3319,1:11:19.580000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 847000),)",2a3c603c
408620834,-778352807,3339,1:11:19.650000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 917000),)",2a3c600d
408620872,-778358066,3319,1:11:19.670000,"(datetime.datetime(2026, 8, 21, 17, 6, 20, 936000),)",2a3c603c
408620821,-778352962,3339,1:11:19.750000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 17000),)",2a3c600d
408620893,-778358227,3319,1:11:19.770000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 33000),)",2a3c603c
408620805,-778353120,3339,1:11:19.850000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 117000),)",2a3c600d
408620912,-778358380,3319,1:11:19.880000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 143000),)",2a3c603c
408620790,-778353273,3339,1:11:19.950000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 219000),)",2a3c600d
408620930,-778358539,3319,1:11:19.970000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 237000),)",2a3c603c
408620780,-778353433,3338,1:11:20.050000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 320000),)",2a3c600d
408620955,-778358695,3319,1:11:20.070000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 336000),)",2a3c603c
408620771,-778353592,3338,1:11:20.150000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 417000),)",2a3c600d
408620977,-778358853,3318,1:11:20.160000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 432000),)",2a3c603c
408620758,-778353749,3338,1:11:20.250000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 517000),)",2a3c600d
408620997,-778359008,3318,1:11:20.270000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 534000),)",2a3c603c
408620750,-778353908,3338,1:11:20.350000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 617000),)",2a3c600d
408621024,-778359164,3318,1:11:20.370000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 634000),)",2a3c603c
408620743,-778354066,3338,1:11:20.450000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 720000),)",2a3c600d
408621051,-778359319,3318,1:11:20.470000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 739000),)",2a3c603c
